family;name;age;group;physics;mathematics;rus;literature;geometry;informatics
Воробьева;Лилия;8;2;1;3;4;4;3;4
Воробьева;Мария;13;6;3;4;3;5;4;3
Воробьева;Милана;9;2;4;4;3;4;1;3
Воробьева;Василиса;8;2;2;1;4;1;3;2
Воробьева;Ксения;13;8;4;2;5;1;2;2
Воробьева;Алина;15;10;1;5;4;1;4;2
Воробьева;Ольга;13;7;4;3;4;3;2;1
Воробьева;Полина;8;1;3;4;1;4;2;1
Воробьева;Ева;15;9;2;5;2;4;1;2
Воробьева;Мария;13;8;3;4;1;2;3;4
Воробьева;Вера;9;4;3;4;1;5;3;4
Воробьева;Наталья;16;10;5;1;2;4;1;5
Воробьева;Полина;16;11;2;2;3;2;3;1
Воробьева;Вероника;7;2;3;3;5;2;3;1
Воробьева;Виктория;10;4;2;2;1;5;5;3
Воробьева;Татьяна;8;1;2;4;3;1;4;2
Воробьева;Полина;5;1;1;5;5;4;2;5
Воробьева;Ирина;9;2;3;1;5;4;2;5
Воробьева;Анна;13;8;3;1;3;2;4;2
Воробьева;Мария;6;1;5;4;4;1;2;4
Воробьева;Арина;9;3;4;2;2;2;2;4
Воробьева;Анна;16;11;5;5;1;1;5;3
Воробьева;Елизавета;11;4;3;4;4;4;2;5
Воробьева;Валерия;7;2;2;4;4;2;3;3
Воробьева;Ангелина;11;4;2;5;3;4;1;1
Воробьева;София;8;3;2;5;1;1;3;3
Воробьева;Милана;12;6;2;1;5;2;5;3
Воробьева;Виктория;15;9;3;3;5;3;3;4
Воробьева;Милена;14;7;5;3;3;1;1;2
Воробьева;Василиса;6;1;1;4;5;2;1;2
Воробьева;Валерия;9;3;1;2;4;5;5;5
Воробьева;Александра;15;10;1;1;4;1;3;1
Воробьева;Екатерина;14;9;1;2;5;4;4;2
Воробьева;Дарья;14;8;3;2;5;1;4;1
Воробьева;Диана;17;11;3;1;4;2;4;4
Воробьева;Ульяна;14;8;4;2;5;3;1;1
Воробьева;Анастасия;5;1;5;2;3;1;3;3
Воробьева;Вероника;13;8;5;4;5;2;4;4
Воробьева;Елизавета;16;11;2;1;1;4;3;4
Воробьева;Татьяна;16;11;4;1;5;5;4;5
Воробьева;Елизавета;16;10;2;5;4;1;4;5
Воробьева;Злата;9;4;1;3;1;1;1;2
Воробьева;Александра;15;10;2;5;4;4;3;3
Воробьева;Валерия;17;11;1;4;4;2;3;3
Воробьева;Анастасия;5;1;1;4;2;4;3;3
Воробьева;Мария;11;6;3;1;1;3;4;2
Воробьева;Александра;11;6;1;3;3;4;5;2
Воробьева;Полина;17;12;4;5;1;3;2;2
Воробьева;Ева;9;3;1;2;1;4;4;1
Воробьева;Анна;14;8;5;4;1;5;4;3
Воробьева;Ева;8;3;2;3;2;3;4;2
Воробьева;Мия;8;3;1;1;1;3;2;3
Воробьева;Алёна;15;9;2;2;1;2;1;1
Воробьева;Татьяна;12;6;1;1;1;3;1;5
Воробьева;Екатерина;14;7;1;2;2;4;1;4
Воробьева;Светлана;8;3;1;5;1;3;4;2
Воробьева;Милана;14;7;1;4;4;3;5;3
Воробьева;Ольга;15;10;2;4;4;1;5;3
Воробьева;Алина;7;1;5;4;3;1;3;1
Воробьева;Мирослава;7;1;5;5;3;1;5;2
Воробьева;Анастасия;17;11;2;4;1;2;1;2
Воробьева;Анастасия;9;3;2;1;2;3;1;5
Воробьева;Анна;13;7;2;1;5;2;1;4
Воробьева;Ева;16;9;2;3;2;1;5;3
Воробьева;Полина;9;4;5;1;4;3;5;2
Воробьева;Вероника;13;7;4;4;1;1;1;5
Воробьева;Елизавета;14;9;1;3;2;3;2;2
Воробьева;Алиса;12;7;4;4;4;3;3;4
Воробьева;Ксения;11;6;1;3;3;4;5;3
Воробьева;Варвара;16;9;1;3;1;5;2;1
Воробьева;София;16;9;4;5;3;3;1;3
Воробьева;Алёна;13;7;1;1;2;1;2;2
Воробьева;Екатерина;10;3;3;4;4;2;4;2
Воробьева;Анна;12;5;4;2;3;4;4;5
Воробьева;София;11;5;1;1;4;5;4;1
Воробьева;Мария;16;11;1;1;3;5;4;4
Воробьева;Анастасия;10;5;5;3;4;2;4;2
Воробьева;Надежда;16;9;2;4;3;5;2;5
Воробьева;Евгения;5;1;5;4;1;4;1;1
Воробьева;Дарья;13;6;3;3;4;3;5;2
Воробьева;Екатерина;16;9;3;2;4;4;1;4
Воробьева;Анна;13;8;5;2;5;5;4;5
Воробьева;София;5;1;1;5;1;5;3;3
Воробьева;Алиса;10;3;3;3;3;4;5;1
Воробьева;Ангелина;17;12;4;4;5;5;3;2
Воробьева;Арина;12;7;1;4;3;1;2;2
Воробьева;Арина;16;10;1;2;4;2;3;1
Воробьева;Мария;8;2;2;2;5;1;2;2
Воробьева;Надежда;8;1;1;2;5;5;4;5
Воробьева;Ева;7;1;5;1;4;1;2;3
Воробьева;Татьяна;13;8;1;2;1;2;3;2
Воробьева;Вероника;5;1;4;1;1;4;3;3
Воробьева;Мария;11;4;2;2;3;3;2;4
Воробьева;Анна;16;9;5;4;3;1;3;1
Воробьева;Виктория;10;5;3;1;2;2;5;5
Воробьева;Ника;5;1;4;3;5;2;3;5
Воробьева;Таисия;6;1;1;4;3;3;1;1
Воробьева;София;15;8;5;1;4;2;3;3
Воробьева;Диана;9;3;5;4;4;5;2;2
Воробьева;Кира;17;10;4;3;2;4;5;4
Воробьева;Ева;13;7;2;5;2;3;4;3
Воробьева;Злата;10;3;5;3;2;5;2;4
Воробьева;Анастасия;11;5;2;4;3;4;5;5
Воробьева;Дарья;6;1;3;2;4;1;4;4
Воробьева;Ольга;14;8;2;2;1;4;4;2
Воробьева;Варвара;8;1;4;2;4;5;1;1
Воробьева;Виктория;10;3;3;5;4;4;5;4
Воробьева;Елизавета;7;1;4;3;2;3;2;5
Воробьева;Вера;11;4;2;3;5;3;5;2
Воробьева;Мария;13;6;4;2;1;5;1;2
Воробьева;Валерия;14;7;3;1;1;5;1;3
Воробьева;Лилия;15;10;4;2;1;2;5;2
Воробьева;Кира;16;10;1;5;4;4;2;3
Воробьева;Елизавета;7;2;4;3;5;5;3;2
Воробьева;Мария;6;1;1;5;1;5;4;3
Воробьева;Диана;12;7;5;3;2;5;2;4
Воробьева;Диана;13;7;1;2;1;5;5;3
Воробьева;Анастасия;14;7;2;5;2;4;2;5
Воробьева;Дарина;14;8;3;3;5;3;1;4
Воробьева;Василиса;6;1;1;5;1;1;3;2
Воробьева;Василиса;11;6;5;4;5;3;3;2
Воробьева;Валентина;12;7;3;3;4;2;5;2
Воробьева;Милена;5;1;3;3;3;4;2;4
Воробьева;Виктория;9;4;2;3;5;5;3;1
Воробьева;Ева;9;3;2;2;1;3;4;1
Воробьева;Юлия;16;10;2;3;5;2;1;3
Воробьева;Мария;6;1;5;3;3;5;2;5
Воробьева;Екатерина;16;9;2;3;3;2;5;4
Воробьева;Елизавета;11;4;4;2;4;4;2;3
Воробьева;Олеся;7;1;3;1;4;2;4;1
Воробьева;Татьяна;8;2;2;3;4;1;2;5
Воробьева;Вероника;8;1;2;5;4;4;3;3
Воробьева;Александра;16;9;3;5;1;2;1;5
Воробьева;Яна;14;9;4;4;5;1;2;2
Воробьева;Таисия;7;1;5;4;4;2;2;2
Воробьева;Светлана;15;9;2;5;1;2;4;2
Воробьева;Анна;8;2;5;1;1;2;4;3
Воробьева;Виктория;6;1;2;1;1;3;3;5
Воробьева;Татьяна;15;10;1;1;5;5;4;1
Воробьева;Милана;15;10;5;2;5;5;2;3
Воробьева;Елизавета;15;9;1;1;1;2;3;4
Воробьева;Ксения;13;8;1;2;4;5;3;2
Воробьева;Алиса;13;8;3;5;1;2;4;1
Воробьева;Мария;11;6;4;4;1;2;4;3
Воробьева;Анна;6;1;5;1;4;5;5;1
Воробьева;Алиса;14;8;3;4;4;1;4;2
Воробьева;Варвара;14;8;3;3;1;2;2;1
Воробьева;Вероника;9;4;1;2;3;3;2;3
Воробьева;Валерия;6;1;2;2;3;5;2;4
Воробьева;Юлия;6;1;3;5;4;5;1;2
Воробьева;Василиса;6;1;4;5;3;3;2;5
Воробьева;Дарья;8;2;5;5;5;2;3;2
Воробьева;Василиса;14;8;3;5;2;4;3;1
Воробьева;Елизавета;6;1;2;1;3;4;3;5
Воробьева;Мария;17;11;1;1;2;1;4;1
Воробьева;Злата;13;6;4;2;4;4;3;1
Воробьева;Мирослава;10;4;5;5;1;4;4;2
Воробьева;Алина;8;2;1;1;5;3;2;4
Воробьева;Александра;15;8;2;2;3;2;2;5
Воробьева;Ксения;14;8;2;4;3;4;1;4
Воробьева;Вера;12;6;5;4;2;4;3;2
Воробьева;София;12;7;3;5;1;3;4;5
Воробьева;Мария;8;3;3;3;1;4;3;1
Воробьева;Василиса;9;2;5;5;5;2;5;3
Воробьева;Вероника;9;4;4;4;1;2;1;4
Воробьева;Варвара;5;1;1;4;5;5;5;4
Воробьева;Лидия;9;4;4;3;5;4;1;2
Воробьева;Алиса;7;1;3;2;3;3;2;5
Воробьева;Вероника;13;6;3;2;3;3;5;4
Воробьева;София;15;9;1;5;2;2;4;3
Воробьева;Дарья;11;5;1;2;2;3;4;5
Воробьева;Анна;17;11;2;4;1;1;3;5
Воробьева;Вера;12;5;1;1;3;2;5;1
Воробьева;Ева;14;7;4;3;2;3;5;5
Воробьева;Варвара;17;11;2;2;2;1;3;5
Воробьева;Дарья;8;1;3;2;3;3;5;3
Воробьева;Кира;16;10;2;3;5;1;4;4
Воробьева;Ольга;5;1;4;5;4;3;3;5
Воробьева;Ангелина;13;7;4;2;4;4;1;1
Воробьева;Варвара;17;10;4;3;4;4;2;1
Воробьева;Виктория;13;6;2;5;5;2;1;1
Воробьева;Александра;13;6;1;2;3;4;4;1
Воробьева;Анастасия;5;1;4;1;4;1;5;1
Воробьева;Алиса;12;6;5;1;5;2;5;4
Воробьева;Вера;16;11;4;5;4;5;4;5
Воробьева;Кристина;17;10;2;3;2;2;1;5
Воробьева;Елизавета;9;2;3;2;1;5;1;3
Воробьева;Дарья;15;9;3;4;3;1;2;3
Воробьева;Ульяна;6;1;5;1;3;4;1;3
Воробьева;Дарья;6;1;3;4;4;2;3;3
Воробьева;Полина;10;5;1;4;5;1;2;4
Воробьева;София;11;5;2;3;5;1;1;5
Воробьева;Полина;6;1;1;5;3;5;3;5
Воробьева;Ева;10;5;5;4;1;1;4;2
Воробьева;Юлия;16;11;4;1;5;4;5;5
Воробьева;Екатерина;6;1;2;1;1;1;2;2
Воробьева;Анастасия;13;8;5;5;4;1;4;4
Воробьева;Александра;9;3;1;1;5;5;4;2
Воробьева;Ника;17;12;4;3;2;4;2;1
Воробьева;Варвара;8;2;5;2;4;3;4;1
Воробьева;Милана;10;4;1;1;4;1;5;4
Воробьева;Ярослава;17;11;5;4;3;2;5;2
Воробьева;Анна;12;6;3;4;5;4;1;5
Воробьева;Анна;17;12;5;2;4;5;1;1
Воробьева;Ольга;5;1;5;1;4;5;3;4
Воробьева;Лидия;5;1;3;1;2;4;1;5
Воробьева;Александра;7;2;5;5;1;5;2;5
Воробьева;Варвара;9;3;5;4;4;5;2;2
Воробьева;Кристина;17;12;2;3;1;3;2;2
Воробьева;Кира;11;6;2;2;2;4;5;1
Воробьева;Кира;11;6;4;5;1;5;5;1
Воробьева;Анастасия;17;10;3;3;2;2;4;2
Воробьева;Злата;11;5;3;3;4;5;5;4
Воробьева;Мария;17;11;1;1;3;4;2;1
Воробьева;Мария;7;1;2;4;2;4;3;3
Воробьева;Анастасия;10;4;2;4;4;3;2;1
Воробьева;Ярослава;16;9;2;1;1;4;2;5
Воробьева;Арина;16;10;1;3;5;4;1;5
Воробьева;Александра;15;8;1;5;3;1;1;5
Воробьева;Арина;6;1;2;3;5;3;4;5
Воробьева;Ева;11;6;2;4;2;4;3;1
Воробьева;Кристина;6;1;3;2;2;2;1;1
Воробьева;Мария;13;7;5;4;4;2;2;3
Воробьева;Вероника;16;10;2;3;2;2;5;4
Воробьева;Мария;8;2;3;1;1;1;5;5
Воробьева;Анастасия;17;10;5;5;2;2;1;5
Воробьева;Алёна;15;9;4;2;4;1;5;5
Воробьева;Ева;6;1;1;2;2;4;1;4
Воробьева;Ксения;17;10;4;2;4;5;3;4
Воробьева;София;11;5;2;4;4;5;5;5
Воробьева;Екатерина;14;9;3;3;2;1;4;4
Воробьева;Анастасия;12;7;3;3;5;5;3;1
Воробьева;София;5;1;4;4;3;2;4;1
Воробьева;София;16;9;3;5;1;5;5;2
Воробьева;Таисия;7;1;4;1;2;2;5;4
Воробьева;Елизавета;14;9;2;3;1;4;2;1
Воробьева;Мария;15;10;1;5;4;3;2;5
Воробьева;Валерия;9;3;1;1;5;2;1;2
Воробьева;Василиса;9;2;2;5;1;2;2;5
Воробьева;Полина;11;4;4;5;2;1;1;1
Воробьева;Елена;14;8;1;5;1;2;2;1
Воробьева;Яна;13;7;3;5;1;1;4;4
Воробьева;Ева;17;10;4;3;5;5;2;2
Воробьева;Алиса;7;1;5;1;4;3;2;3
Воробьева;Алёна;6;1;1;3;3;1;1;1
Воробьева;Дарья;17;11;2;1;1;2;1;5
Воробьева;Полина;17;10;5;3;4;3;4;2
Воробьева;Полина;17;12;5;5;3;3;3;5
Воробьева;София;14;8;5;1;1;4;3;1
Воробьева;Таисия;9;3;3;3;5;1;2;5
Воробьева;Екатерина;10;5;1;1;2;5;4;3
Воробьева;Кира;13;6;5;2;5;4;1;4
Воробьева;Ксения;9;3;4;4;4;1;1;1
Воробьева;Дарина;8;3;2;2;2;3;5;4
Воробьева;Мария;5;1;4;5;4;3;4;4
Воробьева;Полина;10;3;3;3;1;1;5;4
Воробьева;Варвара;9;4;1;5;4;4;4;2
Воробьева;Мария;15;10;4;4;5;2;1;3
Воробьева;Василиса;15;8;1;2;5;2;3;5
Воробьева;Евгения;7;1;4;1;5;2;5;3
Воробьева;Арина;8;3;2;3;4;3;1;1
Воробьева;София;16;9;2;4;5;5;5;4
Воробьева;Виктория;6;1;3;5;1;3;5;1
Воробьева;Дарья;6;1;1;5;3;4;4;5
Воробьева;Милана;11;4;2;3;2;4;2;1
Воробьева;Любовь;16;11;1;5;2;1;2;2
Воронин;Марк;10;5;5;1;4;4;3;3
Воронин;Константин;10;5;1;4;5;2;4;1
Воронин;Роман;17;12;2;5;1;3;5;5
Воронин;Тимофей;8;1;2;3;3;2;1;4
Воронин;Макар;7;1;4;1;4;1;2;2
Воронин;Александр;14;9;1;5;3;3;1;1
Воронин;Артём;15;10;5;3;1;2;2;3
Воронин;Никита;9;4;2;3;5;5;4;1
Воронин;Михаил;10;4;4;2;2;3;3;5
Воронин;Никита;13;6;3;5;4;1;2;3
Воронин;Кирилл;13;7;4;3;1;5;5;5
Воронин;Григорий;10;3;2;3;5;1;3;5
Воронин;Гордей;10;5;4;5;5;3;2;3
Воронин;Дмитрий;17;11;4;3;4;1;2;4
Воронин;Андрей;15;8;5;4;2;3;2;5
Воронин;Даниил;10;4;2;4;2;3;1;1
Воронин;Арсений;16;9;4;5;3;3;4;3
Воронин;Фёдор;12;7;4;4;2;5;5;5
Воронин;Сергей;17;10;5;1;2;4;4;4
Воронин;Дмитрий;6;1;5;3;1;1;3;4
Воронин;Матвей;10;3;2;3;5;4;1;3
Воронин;Леонид;6;1;3;5;4;3;2;1
Воронин;Артём;8;3;4;5;2;5;3;3
Воронин;Михаил;13;6;5;2;3;1;4;1
Воронин;Николай;9;3;1;2;2;2;5;4
Воронин;Максим;10;3;3;3;4;3;5;3
Воронин;Кирилл;6;1;3;4;5;4;1;5
Воронин;Даниил;7;1;4;3;5;4;2;3
Воронин;Матвей;11;4;1;1;1;5;1;3
Воронин;Алексей;13;6;1;2;4;5;4;3
Воронин;Юрий;9;4;2;5;2;1;2;4
Воронин;Максим;15;8;4;4;2;5;2;1
Воронин;Савва;10;5;2;1;4;1;2;1
Воронин;Денис;11;6;4;3;1;2;3;4
Воронин;Тимофей;11;5;3;4;3;3;5;1
Воронин;Савелий;15;10;2;1;4;2;2;3
Воронин;Матвей;7;1;1;4;5;4;5;4
Воронин;Дмитрий;10;3;1;4;5;3;1;2
Воронин;Лука;7;2;3;3;5;5;5;4
Воронин;Владимир;17;10;4;2;1;4;2;5
Воронин;Всеволод;17;10;2;4;2;5;2;2
Воронин;Степан;5;1;1;3;5;1;4;2
Воронин;Артём;8;1;3;3;4;3;1;3
Воронин;Илья;15;8;5;3;1;4;2;4
Воронин;Матвей;13;7;2;5;5;3;4;2
Воронин;Вадим;8;3;2;5;1;3;1;5
Воронин;Вячеслав;6;1;5;1;4;1;1;5
Воронин;Василий;7;2;5;2;3;4;1;2
Воронин;Родион;8;3;5;2;4;2;5;2
Воронин;Руслан;13;6;1;2;2;1;4;1
Воронин;Никита;8;2;5;2;5;1;4;4
Воронин;Матвей;13;7;2;1;4;3;1;4
Воронин;Владимир;17;12;4;1;3;5;5;1
Воронин;Тихон;5;1;3;4;4;5;2;1
Воронин;Александр;12;6;2;2;2;2;3;1
Воронин;Павел;13;8;2;4;3;4;2;1
Воронин;Илья;6;1;4;2;2;4;1;4
Воронин;Михаил;16;9;3;4;3;2;4;1
Воронин;Денис;16;11;5;2;1;3;1;2
Воронин;Владимир;9;3;4;1;4;1;2;3
Воронин;Александр;5;1;3;2;4;2;3;2
Воронин;Никита;12;5;3;1;5;3;5;1
Воронин;Артём;7;1;2;3;1;1;2;4
Воронин;Александр;16;9;2;4;1;5;4;2
Воронин;Ярослав;8;1;2;3;4;4;3;4
Воронин;Степан;12;7;1;1;2;5;3;2
Воронин;Михаил;5;1;5;3;1;2;3;3
Воронин;Григорий;13;7;5;3;1;2;4;1
Воронин;Матвей;16;10;1;4;1;1;1;5
Воронин;Дмитрий;15;10;4;2;5;2;3;2
Воронин;Иван;14;8;1;5;2;2;1;4
Воронин;Артём;5;1;2;3;1;1;4;5
Воронин;Даниил;5;1;1;3;3;2;5;5
Воронин;Матвей;16;9;1;3;4;2;3;2
Воронин;Никита;8;3;1;1;2;1;5;4
Воронин;Евгений;5;1;1;2;2;1;2;1
Воронин;Владимир;10;4;4;1;1;1;3;2
Воронин;Александр;7;1;1;2;4;2;4;4
Воронин;Серафим;15;8;4;4;2;4;2;2
Воронин;Даниил;17;10;3;3;3;3;2;2
Воронин;Роман;6;1;3;3;2;5;4;3
Воронин;Владимир;15;9;5;4;4;4;4;4
Воронин;Григорий;15;10;2;1;4;5;2;4
Воронин;Никита;7;1;5;2;2;5;1;5
Воронин;Лев;8;1;2;4;5;1;4;5
Воронин;Арсений;15;10;2;3;5;4;2;2
Воронин;Фёдор;11;5;4;1;2;1;3;3
Воронин;Егор;14;8;3;4;2;1;5;3
Воронин;Филипп;15;8;2;4;2;3;5;5
Воронин;Тимофей;11;5;4;3;2;1;5;4
Воронин;Владислав;17;10;5;5;3;5;1;4
Воронин;Филипп;7;2;2;4;3;5;3;1
Воронин;Андрей;13;8;5;5;5;2;3;3
Воронин;Кирилл;12;5;1;4;4;3;1;4
Воронин;Иван;9;2;5;3;4;3;5;3
Воронин;Мирон;17;10;5;1;5;5;5;1
Воронин;Марк;17;11;5;5;3;3;3;1
Воронин;Тихон;17;10;1;3;1;1;1;3
Воронин;Александр;12;7;1;1;4;5;3;1
Воронин;Егор;8;1;1;1;3;3;4;1
Воронин;Денис;5;1;1;3;5;1;3;1
Воронин;Павел;16;11;2;5;2;2;1;4
Воронин;Алексей;14;7;1;2;3;5;2;3
Воронин;Даниил;13;8;3;5;1;1;3;3
Воронин;Владислав;9;3;1;1;5;3;4;5
Воронин;Михаил;14;9;5;1;5;3;5;4
Воронин;Михаил;14;8;3;3;2;5;2;2
Воронин;Михаил;9;4;1;3;5;5;1;5
Воронин;Матвей;16;11;2;5;2;5;3;3
Воронин;Александр;13;7;4;4;4;2;1;3
Воронин;Александр;9;2;5;4;3;1;3;1
Воронин;Тимофей;8;1;3;4;5;1;2;5
Воронин;Владимир;13;6;5;4;2;4;3;1
Воронин;Савва;11;5;2;5;2;5;2;4
Воронин;Александр;5;1;1;2;2;1;4;3
Воронин;Дмитрий;15;10;2;5;5;4;2;2
Воронин;Роман;17;12;5;1;4;5;2;1
Воронин;Александр;15;9;5;2;4;1;1;3
Воронин;Никита;9;3;1;3;5;2;2;5
Воронин;Павел;12;5;4;1;1;2;3;4
Воронин;Лев;7;1;4;5;5;2;2;2
Воронин;Степан;9;3;3;4;5;2;4;1
Воронин;Артём;10;4;5;5;3;2;5;2
Воронин;Дмитрий;11;6;4;2;1;5;5;4
Воронин;Станислав;10;5;2;2;1;5;5;2
Воронин;Степан;5;1;4;3;4;5;5;1
Воронин;Михаил;8;1;4;1;2;3;2;3
Воронин;Матвей;10;3;3;2;5;4;3;4
Воронин;Павел;14;8;5;2;3;4;5;3
Воронин;Александр;17;12;4;2;4;1;5;2
Воронин;Георгий;6;1;3;3;4;4;3;5
Воронин;Адам;6;1;4;1;2;4;1;5
Воронин;Сергей;15;8;1;3;2;5;1;1
Воронин;Иван;5;1;1;5;1;1;1;2
Воронин;Владимир;14;8;3;2;2;3;5;2
Воронина;Елизавета;10;4;4;1;1;2;1;3
Воронина;Мария;12;6;1;3;2;5;2;4
Воронина;Вероника;11;6;2;2;1;3;2;1
Воронина;Василиса;9;3;5;4;2;3;5;5
Воронина;Мария;12;6;2;4;1;5;3;1
Воронина;Александра;10;5;3;5;4;3;2;3
Воронина;Виктория;16;9;3;4;4;3;5;5
Воронина;Милана;17;11;3;4;1;2;2;1
Воронина;Наталья;14;7;2;2;3;5;3;2
Воронина;Виктория;10;4;1;4;3;2;5;4
Воронина;Виктория;14;9;3;2;4;2;5;1
Воронина;Арина;12;5;4;1;2;3;2;2
Воронина;Анастасия;12;6;5;1;2;5;5;1
Воронина;Вера;17;12;1;1;2;2;1;5
Воронина;Василиса;7;1;4;1;2;4;3;5
Воронина;София;7;1;1;1;2;4;3;3
Воронина;Анна;11;4;3;4;4;2;5;1
Воронина;Виктория;5;1;1;1;3;4;2;1
Воронина;Арина;13;7;5;2;5;2;3;2
Воронина;Елизавета;14;7;2;1;4;4;3;4
Воронина;Евгения;8;1;4;1;1;2;3;2
Воронина;Анастасия;8;1;4;4;3;4;2;3
Воронина;Александра;16;11;1;5;1;3;2;2
Воронина;Юлия;16;9;3;5;1;1;5;2
Воронина;Мирослава;5;1;3;5;4;2;1;2
Воронина;Мирослава;16;11;4;1;5;5;4;4
Воронина;Ксения;10;3;2;5;1;2;5;2
Воронина;Мирослава;5;1;4;1;2;4;3;3
Воронина;Виктория;7;1;1;3;5;4;4;4
Воронина;Виктория;10;4;2;4;3;3;5;2
Воронина;Виктория;17;12;4;5;4;5;2;2
Воронина;Александра;6;1;5;3;3;1;4;1
Воронина;Ксения;15;8;4;4;1;2;3;3
Воронина;Вероника;11;5;1;2;3;2;1;2
Воронина;Милана;9;4;5;2;1;1;4;2
Воронина;Яна;16;10;4;4;5;5;2;5
Воронина;Светлана;17;10;5;3;3;1;4;1
Воронина;Алиса;17;12;2;4;4;1;5;3
Воронина;Дарья;8;3;1;3;2;4;4;2
Воронина;Арина;16;11;3;5;2;3;1;1
Воронина;Ангелина;11;4;3;3;2;2;1;3
Воронина;Ольга;13;8;2;1;4;3;3;1
Воронина;Анастасия;6;1;1;2;4;4;5;3
Воронина;Серафима;5;1;2;5;3;1;3;1
Воронина;Ника;10;5;4;3;5;3;1;5
Воронина;Мария;12;6;2;2;1;3;5;2
Воронина;София;15;9;3;5;1;2;3;1
Воронина;Мария;6;1;4;4;1;5;5;4
Воронина;Екатерина;10;4;4;4;1;2;2;4
Воронина;Анастасия;14;9;3;1;5;3;2;1
Воронина;Ульяна;6;1;4;2;3;2;5;4
Воронина;Милана;5;1;3;5;4;5;1;3
Воронина;Екатерина;14;9;4;1;3;2;4;4
Воронина;София;17;11;2;5;2;5;5;1
Воронина;Надежда;15;8;2;3;4;5;4;3
Воронина;Алиса;14;8;1;5;5;3;1;1
Воронина;Татьяна;11;4;3;5;3;3;2;3
Воронина;Таисия;7;2;1;5;3;1;5;2
Воронина;Варвара;6;1;5;5;2;3;5;5
Воронина;Виктория;8;1;2;1;1;4;5;1
Воронина;Мирослава;11;5;4;4;1;2;4;2
Воронина;Вероника;13;8;5;2;1;3;1;1
Воронина;Алиса;17;12;5;4;5;1;4;1
Воронина;Вера;5;1;1;5;3;3;2;5
Воронина;Алиса;15;9;1;4;3;4;1;1
Воронина;Мария;14;7;2;1;1;3;2;3
Воронина;Мария;6;1;5;2;1;4;2;2
Воронина;Анна;7;1;2;1;3;3;1;1
Воронина;Алина;17;12;1;2;2;1;4;1
Воронина;Ульяна;10;4;5;1;3;4;5;2
Воронина;Елизавета;15;8;3;2;3;5;4;3
Воронина;Ульяна;16;11;4;1;2;2;1;1
Воронина;Арина;10;4;4;4;1;1;2;5
Воронина;Таисия;14;8;5;2;3;3;2;1
Воронина;Варвара;9;4;1;2;4;1;3;2
Воронина;София;12;5;2;1;4;1;1;1
Воронина;Серафима;14;8;2;2;5;1;3;4
Воронина;Анна;6;1;1;4;4;4;5;3
Воронина;Мария;8;3;5;5;5;3;2;4
Воронина;Дарья;8;3;4;2;5;2;2;3
Воронина;Юлия;7;1;2;4;1;1;2;3
Воронина;Ксения;11;5;2;1;3;4;5;3
Воронина;Полина;16;9;5;2;4;1;2;3
Воронина;Мия;12;6;4;1;5;5;5;3
Воронина;Дарья;15;9;4;4;1;4;4;4
Воронина;Анна;11;6;5;3;4;3;2;2
Воронина;Маргарита;15;10;4;1;5;2;4;3
Воронина;Анна;7;2;1;4;2;5;2;5
Воронина;Вера;12;6;3;4;3;5;5;3
Воронина;Ярослава;6;1;4;1;5;1;2;5
Воронина;Татьяна;16;9;3;1;1;4;2;3
Воронина;Кира;13;8;1;4;5;2;3;1
Воронина;София;16;10;4;1;3;5;1;5
Воронина;Нина;9;3;4;1;5;1;2;1
Воронина;Вера;14;9;3;3;5;3;2;4
Воронина;Ирина;15;10;4;4;3;1;5;2
Воронина;Арина;10;4;2;4;5;3;3;1
Воронина;Екатерина;5;1;1;3;1;3;3;3
Воронина;Вероника;10;5;2;4;2;3;4;3
Воронина;Кира;17;11;2;4;1;2;5;5
Воронина;София;16;11;4;2;5;5;2;4
Воронина;Валерия;17;10;2;4;5;4;4;1
Воронина;Екатерина;7;1;1;4;4;5;3;5
Воронина;София;8;3;1;4;3;4;1;4
Воронина;Милана;15;8;2;4;3;3;5;2
Воронина;Вероника;9;3;4;5;2;5;2;4
Воронина;Полина;8;3;4;2;4;1;4;4
Воронина;Марина;5;1;4;1;4;1;2;2
Воронина;Мирослава;12;7;5;1;4;5;5;3
Воронина;Виктория;11;6;1;3;3;4;3;4
Воронина;Милана;17;11;1;5;3;2;1;2
Воронина;София;5;1;3;4;1;5;4;5
Воронина;Василиса;6;1;2;1;4;5;3;3
Воронина;Елизавета;10;5;4;5;1;5;2;1
Воронина;Варвара;5;1;3;1;2;2;1;5
Воронина;Анастасия;8;2;2;2;4;2;4;5
Воронина;Варвара;7;1;2;5;5;3;4;1
Воронина;Таисия;9;2;3;1;1;2;3;5
Воронина;Алиса;13;6;3;5;4;2;2;2
Воронина;Дарья;13;8;2;1;1;4;3;1
Воронина;Елизавета;12;7;1;1;2;4;2;2
Воронина;Маргарита;14;7;5;5;3;3;1;4
Воронина;Мария;5;1;1;1;5;4;2;5
Воронина;Ева;11;5;1;1;3;4;5;2
Воронина;Алиса;10;4;4;1;3;1;3;1
Воронина;София;8;1;2;2;2;3;3;5
Воронина;Ирина;13;6;2;3;2;2;1;2
Воронина;Анна;6;1;5;4;3;5;1;5
Воронина;Мия;5;1;3;2;1;3;2;4
Воронина;Милана;5;1;4;5;4;1;1;2
Воронина;Дарья;15;9;4;2;5;5;2;5
Воронина;Алина;10;4;1;4;1;4;2;3
